,Accession,Age,Age units,Biosample age,Biosample classification,Biosample term name,Biosample treatment,Biosample treatment purpose,Biosample treatment type details,Child biosamples,Culture harvest date,Date obtained,Description,ID,Lab,Life stage,Modification category,Modification method,Modification purpose,Modification site,Modification site introduced gene organism,Modification site target organism,Organism,Post-synchronization time,Post-synchronization time units,Source,Status,Summary,Synchronization,isogenic_replicates
2465,ENCBS821RYQ,86,year,86 years,tissue,dorsolateral prefrontal cortex,,,,,,,,/biosamples/ENCBS821RYQ/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (86 years) with Cognitive impairment; dorsolateral prefrontal cortex tissue,,
2466,ENCBS821VGX,51,year,51 years,tissue,esophagus squamous epithelium,,,,,,2015-01-01,EnTEX: Esophagus - Mucosa,/biosamples/ENCBS821VGX/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (51 years) esophagus squamous epithelium tissue,,
2467,ENCBS821WVV,33,year,33 years,primary cell,"stimulated activated CD8-positive, alpha-beta memory T cell","anti-CD3 and anti-CD28 coated beads,Interleukin-4","activation,stimulation",,,,,,/biosamples/ENCBS821WVV/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens female adult (33 years) stimulated activated CD8-positive, alpha-beta memory T primary cell treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-4 for 4 hours",,
2468,ENCBS822DIG,unknown,,,cell line,22Rv1,,,,,2015-07-17,,,/biosamples/ENCBS822DIG/,"Michael Snyder, Stanford",unknown,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens 22Rv1 cell line,,ENCBS737IZN
2469,ENCBS822FEC,51,year,51 years,tissue,ascending aorta,,,,,,,,/biosamples/ENCBS822FEC/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (51 years) ascending aorta tissue,,
2470,ENCBS822TVN,90 or above,year,90 or above years,tissue,head of caudate nucleus,,,,,,,,/biosamples/ENCBS822TVN/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) with Cognitive impairment; head of caudate nucleus tissue,,
2471,ENCBS822UKV,unknown,,,primary cell,"common myeloid progenitor, CD34-positive",,,,,,,Flow sorted CD34+ cells from cord blood. Cells provided by FHCRC.,/biosamples/ENCBS822UKV/,"Bradley Bernstein, Broad",unknown,,,,,,,Homo sapiens,,,Unknown Source,released,"Homo sapiens common myeloid progenitor, CD34-positive primary cell",,ENCBS766ARY
2472,ENCBS822WLR,90 or above,year,90 or above years,tissue,dorsolateral prefrontal cortex,,,,,,,,/biosamples/ENCBS822WLR/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) dorsolateral prefrontal cortex tissue,,
2473,ENCBS823YDG,87,year,87 years,tissue,dorsolateral prefrontal cortex,,,,,,,,/biosamples/ENCBS823YDG/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,"Homo sapiens male adult (87 years) with Cognitive impairment, Alzheimer's disease; dorsolateral prefrontal cortex tissue",,
2474,ENCBS823YEP,unknown,,,cell line,GM12875,,,,,,,"B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed",/biosamples/ENCBS823YEP/,"John Stamatoyannopoulos, UW",unknown,,,,,,,Homo sapiens,,,Coriell,released,Homo sapiens GM12875 cell line,,
2475,ENCBS823ZBL,71,year,71 years,tissue,skin epidermis,,,,,,2018-04-06,tissue collected during keratinocyte carcinoma removal surgery under supervision of Maryam Asgari. These cells contain no tumor.,/biosamples/ENCBS823ZBL/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,"Maryam M. Asgari, MD, MPH",released,Homo sapiens female adult (71 years) skin epidermis tissue,,
2476,ENCBS824CUX,46,year,46 years,tissue,heart right ventricle,,,,,,2017-12-03,,/biosamples/ENCBS824CUX/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens female adult (46 years) heart right ventricle tissue, preserved by flash-freezing",,
2477,ENCBS824TRN,51,year,51 years,tissue,breast epithelium,,,,,,,,/biosamples/ENCBS824TRN/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (51 years) breast epithelium tissue,,
2478,ENCBS825MDV,90 or above,year,90 or above years,tissue,dorsolateral prefrontal cortex,,,,,,2021-10-20,,/biosamples/ENCBS825MDV/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) with Alzheimer's disease; dorsolateral prefrontal cortex tissue,,ENCBS112RAT
2479,ENCBS825MQT,85,day,85 days,tissue,muscle of back,,,,,,,"Fetal back muscle tissue from a healthy day 85 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS825MQT/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens female embryo (85 days) muscle of back tissue,,
2480,ENCBS825SXZ,unknown,,,primary cell,T-cell,,,,,,,"Flow sorted CD3+ primary cells, from cord blood of a healthy donor. Cells provided by the Shelly Heimfeld lab at FHCRC.",/biosamples/ENCBS825SXZ/,"Bradley Bernstein, Broad",unknown,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,Homo sapiens T-cell primary cell,,"ENCBS501NRK,ENCBS913FGE"
2481,ENCBS825YFA,unknown,,,primary cell,fibroblast of villous mesenchyme,,,,,,,villous mesenchymal fibroblast cells,/biosamples/ENCBS825YFA/,"John Stamatoyannopoulos, UW",unknown,,,,,,,Homo sapiens,,,ScienCell,released,Homo sapiens fibroblast of villous mesenchyme primary cell,,ENCBS332AAA
2482,ENCBS826CAW,66,year,66 years,tissue,skin epidermis,,,,,,2018-04-04,tissue collected during keratinocyte carcinoma removal surgery under supervision of Maryam Asgari. These cells contain no tumor.,/biosamples/ENCBS826CAW/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,"Maryam M. Asgari, MD, MPH",released,Homo sapiens female adult (66 years) skin epidermis tissue,,
2483,ENCBS826FLZ,1,year,1 year,cell line,WERI-Rb-1,,,,,,,,/biosamples/ENCBS826FLZ/,"John Stamatoyannopoulos, UW",child,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens WERI-Rb-1 cell line,,ENCBS000VYM
2484,ENCBS826RSQ,3,year,3 years,primary cell,glomerular visceral epithelial cell,,,,,,,37°C,/biosamples/ENCBS826RSQ/,"John Stamatoyannopoulos, UW",child,,,,,,,Homo sapiens,,,John Stamatoyannopoulos,released,Homo sapiens child (3 years) glomerular visceral epithelial primary cell,,"ENCBS117LCZ,ENCBS995QIF,ENCBS094MGI"
2485,ENCBS826SVC,53,year,53 years,tissue,tibial artery,,,,,,2015-01-01,EnTEX: Artery - Tibial,/biosamples/ENCBS826SVC/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (53 years) tibial artery tissue,,
2486,ENCBS827CSM,15,year,15 years,cell line,HepG2,,,,,,,,/biosamples/ENCBS827CSM/,"Michael Snyder, Stanford",child,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens HepG2 cell line,,"ENCBS353INV,ENCBS710QMG"
2487,ENCBS827JIC,70,year,70 years,cell line,ACC112,,,,,2013-01-18,,"adenoid cystic carcinoma cell line supplied by Lurdes Queimado, M.D., Ph.D. Phone: 405-271-4232 (office); 405-271-4279 (lab); cells immortalized by infection with a retrovirus expressing HPV16 E6 and E7",/biosamples/ENCBS827JIC/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Lurdes Queimado,released,Homo sapiens ACC112 cell line,,
2488,ENCBS827NQX,38,year,38 years,primary cell,"CD8-positive, alpha-beta T cell",,,,,,,,/biosamples/ENCBS827NQX/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens male adult (38 years) CD8-positive, alpha-beta T primary cell",,
2489,ENCBS827OFK,105,day,105 days,tissue,right renal pelvis,,,,,,,"Right side kidney renal pelvic tissue from a healthy day 105 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS827OFK/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens male embryo (105 days) right renal pelvis tissue,,
2490,ENCBS827VAK,49,year,49 years,in vitro differentiated cells,motor neuron,,,,,,,iNPC-derived motor neuron,/biosamples/ENCBS827VAK/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Cooper-Knock lab, University of Sheffield, UK",released,Homo sapiens male adult (49 years) with amyotrophic lateral sclerosis; motor neuron in vitro differentiated cells,,ENCBS919RDK
2491,ENCBS828JKE,15,year,15 years,cell line,HepG2,,,,,2008-05-16,,,/biosamples/ENCBS828JKE/,"Bradley Bernstein, Broad",child,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens HepG2 cell line,,"ENCBS743JKX,ENCBS295NFS"
2492,ENCBS828JSD,38,year,38 years,primary cell,"stimulated activated CD8-positive, alpha-beta memory T cell","anti-CD3 and anti-CD28 coated beads,Interleukin-4","activation,stimulation",,,,,,/biosamples/ENCBS828JSD/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens male adult (38 years) stimulated activated CD8-positive, alpha-beta memory T primary cell treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-4 for 48 hours",,
2493,ENCBS829JSB,41,year,41 years,primary cell,natural killer cell,"Interleukin-12 subunit alpha,Interleukin-15,Interleukin-12 subunit beta,Interleukin-18",stimulation,,,,,,/biosamples/ENCBS829JSB/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,StemExpress,released,"Homo sapiens female adult (41 years) natural killer primary cell treated with 100 ng/mL Interleukin-12 subunit alpha for 72 hours, 100 ng/mL Interleukin-15 for 72 hours, 100 ng/mL Interleukin-12 subunit beta for 72 hours, 100 ng/mL Interleukin-18 for 72 hours",,
2494,ENCBS829PIF,33,year,33 years,primary cell,"CD4-positive, alpha-beta T cell",,,,,,,,/biosamples/ENCBS829PIF/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens female adult (33 years) CD4-positive, alpha-beta T primary cell",,
2495,ENCBS830CIQ,unknown,,,cell line,GM12878,,,,,,,"B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus",/biosamples/ENCBS830CIQ/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Coriell,released,Homo sapiens GM12878 cell line,,ENCBS715VCP
2496,ENCBS830GZJ,47,year,47 years,tissue,bile duct,,,,,,2017-11-28,,/biosamples/ENCBS830GZJ/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens female adult (47 years) bile duct tissue, preserved by flash-freezing",,
2497,ENCBS830NBW,33,year,33 years,primary cell,natural killer cell,,,,,,,,/biosamples/ENCBS830NBW/,Charles Lee,adult,,,,,,,Homo sapiens,,,AllCells,released,Homo sapiens male adult (33 years) natural killer primary cell,,
2498,ENCBS830QMQ,42,year,42 years,primary cell,"stimulated activated CD4-positive, alpha-beta T cell","anti-CD3 and anti-CD28 coated beads,Interleukin-23,Interleukin-1b","activation,stimulation",,,,,,/biosamples/ENCBS830QMQ/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens male adult (42 years) stimulated activated CD4-positive, alpha-beta T primary cell treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL Interleukin-23 for 1 hour, 100 ng/mL Interleukin-1b for 1 hour",,
2499,ENCBS830TZX,59,year,59 years,tissue,heart left ventricle,,,,,,2018-02-16,,/biosamples/ENCBS830TZX/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens female adult (59 years) heart left ventricle tissue, preserved by flash-freezing",,
2500,ENCBS830YCO,26,year,26 years,primary cell,"CD4-positive, alpha-beta T cell",Interleukin-4,stimulation,,,,,IL-4_1h,/biosamples/ENCBS830YCO/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,"Homo sapiens female adult (26 years) CD4-positive, alpha-beta T primary cell treated with Interleukin-4 for 1 hour",,
2501,ENCBS832JNE,84,year,84 years,tissue,stomach smooth muscle,,,,,,,Human primary stomach smooth muscle tissue obtained from a healthy 84 year old white female donor. Sample was obtained through surgery from MGH Pathology department.,/biosamples/ENCBS832JNE/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Unknown Source,released,Homo sapiens female adult (84 years) stomach smooth muscle tissue,,
2502,ENCBS832LJF,22,year,22 years,primary cell,B cell,,,,,,,,/biosamples/ENCBS832LJF/,"Yijun Ruan, JAX",adult,,,,,,,Homo sapiens,,,AllCells,released,Homo sapiens male adult (22 years) B primary cell,,
2503,ENCBS832VLJ,21,year,21 years,primary cell,inflammatory macrophage,lipopolysaccharide,stimulation,,,,,LPS_1h,/biosamples/ENCBS832VLJ/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,Homo sapiens male adult (21 years) inflammatory macrophage primary cell treated with lipopolysaccharide for 1 hour,,
2504,ENCBS832YVM,unknown,,,primary cell,fibroblast of dermis,,,,,,,adult dermal fibroblasts,/biosamples/ENCBS832YVM/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Lonza,released,Homo sapiens female adult fibroblast of dermis primary cell,,ENCBS338AAA
2505,ENCBS833HUD,84,year,84 years,tissue,superior temporal gyrus,,,,,,,,/biosamples/ENCBS833HUD/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Thomas Montine,released,Homo sapiens male adult (84 years) superior temporal gyrus tissue,,
2506,ENCBS833LUO,41,year,41 years,tissue,sciatic nerve,,,,,,2017-05-24,,/biosamples/ENCBS833LUO/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens female adult (41 years) sciatic nerve tissue, preserved by flash-freezing",,
2507,ENCBS833YNN,78,year,78 years,tissue,posterior cingulate gyrus,,,,,,,,/biosamples/ENCBS833YNN/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens male adult (78 years) posterior cingulate gyrus tissue,,
2508,ENCBS834QWR,unknown,,,primary cell,endothelial cell of umbilical vein,,,,,,,umbilical vein endothelial cells,/biosamples/ENCBS834QWR/,"John Stamatoyannopoulos, UW",newborn,,,,,,,Homo sapiens,,,Unknown Source,released,Homo sapiens newborn endothelial of umbilical vein primary cell,,ENCBS723CDM
2509,ENCBS834TFI,41,year,41 years,primary cell,natural killer cell,,,,,,,,/biosamples/ENCBS834TFI/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,StemExpress,released,Homo sapiens female adult (41 years) natural killer primary cell,,ENCBS414QCP
2510,ENCBS834VHU,unknown,,,tissue,placenta,,,,,,2019-12-04,,/biosamples/ENCBS834VHU/,"Bradley Bernstein, Broad",embryonic,,,,,,,Homo sapiens,,,John Stamatoyannopoulos,released,Homo sapiens male embryo placenta tissue,,
2511,ENCBS835BNK,53,year,53 years,tissue,sigmoid colon,,,,,,,,/biosamples/ENCBS835BNK/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (53 years) sigmoid colon tissue,,
2512,ENCBS835CLB,5,day,5 days,in vitro differentiated cells,endodermal cell,,,,,,,,/biosamples/ENCBS835CLB/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Stephen Dalton,released,Homo sapiens female embryo (5 days) endodermal in vitro differentiated cells,,ENCBS088TSK
2513,ENCBS835GOB,unknown,,,primary cell,dermis blood vessel endothelial cell,,,,,,,adult dermal microvascular endothelial cells.,/biosamples/ENCBS835GOB/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Lonza,released,Homo sapiens female adult dermis blood vessel endothelial primary cell,,ENCBS312AAA
2514,ENCBS835TES,90 or above,year,90 or above years,tissue,dorsolateral prefrontal cortex,,,,,,,,/biosamples/ENCBS835TES/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) with mild cognitive impairment; dorsolateral prefrontal cortex tissue,,
2515,ENCBS835VCD,25,year,25 years,in vitro differentiated cells,hematopoietic multipotent progenitor cell,"interleukin-3,kit ligand,hydrocortisone succinate,erythropoietin",stimulation,,,,,Day 13 (T13),/biosamples/ENCBS835VCD/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,"Homo sapiens male adult (25 years) hematopoietic multipotent progenitor in vitro differentiated cells treated with interleukin-3 for 13 days, kit ligand for 13 days, hydrocortisone succinate for 13 days, erythropoietin for 13 days",,ENCBS787END
2516,ENCBS836CTT,98,day,98 days,tissue,right kidney,,,,,,,"Right side kidney tissue from a healthy day 98 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS836CTT/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens female embryo (98 days) right kidney tissue,,
2517,ENCBS836CYW,27,year,27 years,primary cell,B cell,,,,,,2010-12-17,,/biosamples/ENCBS836CYW/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Rajinder Kaul,released,Homo sapiens female adult (27 years) B primary cell,,ENCBS098ETX
2518,ENCBS836FPI,44,year,44 years,cell line,HT-29,,,,,,,,/biosamples/ENCBS836FPI/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens HT-29 cell line,,"ENCBS914HXH,ENCBS668UDT,ENCBS814TLB"
2519,ENCBS836FXC,unknown,,,cell line,GM12878,,,,,,,,/biosamples/ENCBS836FXC/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens GM12878 cell line,,"ENCBS911HVB,ENCBS737CLB"
2520,ENCBS836MZE,79,year,79 years,tissue,dorsolateral prefrontal cortex,,,,,,2021-10-20,,/biosamples/ENCBS836MZE/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (79 years) dorsolateral prefrontal cortex tissue,,ENCBS246FGU
2521,ENCBS836NVG,unknown,,,primary cell,cardiac muscle cell,,,,,,,cardiac myocytes,/biosamples/ENCBS836NVG/,"John Stamatoyannopoulos, UW",unknown,,,,,,,Homo sapiens,,,ScienCell,released,Homo sapiens cardiac muscle primary cell,,ENCBS072ENC
2522,ENCBS837FRZ,86,year,86 years,tissue,head of caudate nucleus,,,,,,,,/biosamples/ENCBS837FRZ/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (86 years) with Alzheimer's disease; head of caudate nucleus tissue,,
2523,ENCBS837HCX,unknown,,,primary cell,T-cell,,,,,,,Flow sorted CD3+ primary cells from the cord blood of a healthy donor. Cells provided by the Shelly Heimfeld lab at FHCRC.,/biosamples/ENCBS837HCX/,"Bradley Bernstein, Broad",unknown,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,Homo sapiens T-cell primary cell,,ENCBS473YGF
2524,ENCBS837PKE,90 or above,year,90 or above years,tissue,dorsolateral prefrontal cortex,,,,,,,,/biosamples/ENCBS837PKE/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) with Alzheimer's disease; dorsolateral prefrontal cortex tissue,,
2525,ENCBS837ULW,42,year,42 years,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",,,,,,,,/biosamples/ENCBS837ULW/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens male adult (42 years) naive thymus-derived CD8-positive, alpha-beta T primary cell",,
2526,ENCBS838AWQ,unknown,,,cell line,UCSF-4,,,,,,,"Embryonic undifferentiated stem cell line, UCSF-4. Cells were grown in mTeSR medium and come from a healthy female donor provided by the Susan Fisher lab at UCSF.",/biosamples/ENCBS838AWQ/,"Joseph Costello, UCSF",embryonic,,,,,,,Homo sapiens,,,Susan Fisher,released,Homo sapiens UCSF-4 cell line,,ENCBS488VWE
2527,ENCBS838JFP,unknown,,,primary cell,bronchial epithelial cell,,,,,,,small airway epithelial cells,/biosamples/ENCBS838JFP/,"John Stamatoyannopoulos, UW",unknown,,,,,,,Homo sapiens,,,Lonza,released,Homo sapiens bronchial epithelial primary cell,,ENCBS768ZLU
